principal component 1,principal component 2,principal component 3,PCA1K2,PCA2K2,Pclass,Age,SibSp,Parch,Fare,Cabin,TicketLeter,TicketNumber,female,male,C,Q,S,FamilySize,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Age_type_Children,Age_type_Teenage,Age_type_Adult,Age_type_Elder,Fare_type_Low_fare,Fare_type_median_fare,Fare_type_Average_fare,Fare_type_high_fare
1.129840189936136,0.4024803904370876,-1.355072364888234,1.1302037747661984,0.40218713006674583,0.8419164182590155,1.328375054255455,0.481287771858981,-0.444999501816175,-0.5083214134063653,-0.5391498822032595,-0.6063597445191478,-0.09479012759142984,1.3449954927569385,-1.3449954927569385,-0.5097698059447378,-0.32204029159373954,0.6573935670276714,0.07335229062787217,-0.22108415847410945,-0.5026246899500345,-1.171057988143287,2.3687784005919825,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,-1.2658537379510684,2.0330600909302543,1.7580173491749165,-0.5570550334664524,-0.5829371857570788,-0.5014319838391105
-1.7056868830906549,2.0408582089026686,-0.40471798203881676,-1.7056548855683498,2.0405620179188126,-0.352090723128906,2.4758997992617293,-0.47908676070718687,-0.444999501816175,-0.4563583966944862,-0.5391498822032595,-0.6063597445191478,-0.13435789398481882,-0.7434969153318309,0.7434969153318309,-0.5097698059447378,3.1052015108144313,-1.5211587854766873,-0.5583460543187373,-0.22108415847410945,-0.5026246899500345,0.8539286782762147,-0.4221585268381751,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,-1.2658537379510684,2.0330600909302543,-0.5688226003397101,1.7951547691386642,-0.5829371857570788,-0.5014319838391105
-2.397631702629078,-0.42233139281169035,0.2733025412651655,-2.3975558350116857,-0.42219387924059154,0.8419164182590155,-0.20165793908624344,-0.47908676070718687,-0.444999501816175,-0.47617684957994705,-0.5391498822032595,-0.6063597445191478,-0.1102696698799359,-0.7434969153318309,0.7434969153318309,-0.5097698059447378,-0.32204029159373954,0.6573935670276714,-0.5583460543187373,-0.22108415847410945,-0.5026246899500345,0.8539286782762147,-0.4221585268381751,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,0.789980682617106,-0.4918693768379647,-0.5688226003397101,1.7951547691386642,-0.5829371857570788,-0.5014319838391105
1.2641144468340133,-1.6796342591972453,-1.07103505535095,1.264329241268855,-1.6794873283003708,0.8419164182590155,-0.584166187421668,0.481287771858981,0.7107630931786129,-0.4060871991313659,-0.5391498822032595,-0.6063597445191478,0.7860317946420189,1.3449954927569385,-1.3449954927569385,-0.5097698059447378,-0.32204029159373954,0.6573935670276714,0.7050506355744817,-0.22108415847410945,-0.5026246899500345,-1.171057988143287,2.3687784005919825,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,0.789980682617106,-0.4918693768379647,-0.5688226003397101,1.7951547691386642,-0.5829371857570788,-0.5014319838391105
-2.0787279145052473,-0.9583185373615151,0.7399913049341763,-2.078760572610824,-0.9585430147147,0.8419164182590155,-1.1961793847583475,-0.47908676070718687,-0.444999501816175,-0.4653008693379258,-0.5391498822032595,-0.6063597445191478,-0.20922962001545856,-0.7434969153318309,0.7434969153318309,-0.5097698059447378,-0.32204029159373954,0.6573935670276714,-0.5583460543187373,-0.22108415847410945,-0.5026246899500345,0.8539286782762147,-0.4221585268381751,-0.15051993223490365,-0.2781479015632383,2.7386127875258306,-1.2658537379510684,-0.4918693768379647,-0.5688226003397101,1.7951547691386642,-0.5829371857570788,-0.5014319838391105
0.04157409560902526,-1.8754213420140737,-4.048370596501823,0.04150553115523307,-1.8756754655247676,0.8419164182590155,0.027847009915011368,-0.47908676070718687,-0.444999501816175,-0.4961557835960902,-0.5391498822032595,-0.6063597445191478,-0.10518102529953795,1.3449954927569385,-1.3449954927569385,-0.5097698059447378,3.1052015108144313,-1.5211587854766873,-0.5583460543187373,-0.22108415847410945,1.9895560643855534,-1.171057988143287,-0.4221585268381751,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,0.789980682617106,-0.4918693768379647,1.7580173491749165,-0.5570550334664524,-0.5829371857570788,-0.5014319838391105
-0.6653700652775151,-0.4280000307131277,1.4319540067619816,-0.6656467486927723,-0.42791277427573476,-0.352090723128906,-0.27815958875332836,0.481287771858981,0.7107630931786129,-0.08294974171842442,-0.5391498822032595,-0.6063597445191478,-0.13163567180506616,-0.7434969153318309,0.7434969153318309,-0.5097698059447378,-0.32204029159373954,0.6573935670276714,0.7050506355744817,-0.22108415847410945,-0.5026246899500345,0.8539286782762147,-0.4221585268381751,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,0.789980682617106,-0.4918693768379647,-0.5688226003397101,-0.5570550334664524,1.7154506942309216,-0.5014319838391105
0.9760963104526922,-0.8437035282413798,-2.6287853066698883,0.9764078953669676,-0.8437206759224272,0.8419164182590155,-0.8901727860900078,-0.47908676070718687,-0.444999501816175,-0.5038898139904164,-0.5391498822032595,-0.6063597445191478,-0.21079983585797482,1.3449954927569385,-1.3449954927569385,1.9616697347280831,-0.32204029159373954,-1.5211587854766873,-0.5583460543187373,-0.22108415847410945,-0.5026246899500345,-1.171057988143287,2.3687784005919825,-0.15051993223490365,-0.2781479015632383,2.7386127875258306,-1.2658537379510684,-0.4918693768379647,1.7580173491749165,-0.5570550334664524,-0.5829371857570788,-0.5014319838391105
-0.9057423662514916,-0.9667323479510899,1.6078642019837266,-0.9057231585491732,-0.9674692168406342,0.8419164182590155,-0.660667837088753,1.4416623044251486,-0.444999501816175,-0.1767248602496296,-0.5391498822032595,1.5966185090314526,-0.0672529618664656,-0.7434969153318309,0.7434969153318309,-0.5097698059447378,-0.32204029159373954,0.6573935670276714,0.7050506355744817,-0.22108415847410945,-0.5026246899500345,0.8539286782762147,-0.4221585268381751,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,0.789980682617106,-0.4918693768379647,-0.5688226003397101,-0.5570550334664524,1.7154506942309216,-0.5014319838391105
-2.5772555715648124,-0.5808158777279798,-0.149398790576187,-2.577299986158257,-0.5807646711266281,0.8419164182590155,-0.28104648481669653,-0.47908676070718687,-0.444999501816175,-0.4910010523382718,-0.5391498822032595,-0.6063597445191478,-0.09931065064388604,-0.7434969153318309,0.7434969153318309,-0.5097698059447378,-0.32204029159373954,0.6573935670276714,-0.5583460543187373,-0.22108415847410945,-0.5026246899500345,0.8539286782762147,-0.4221585268381751,-0.15051993223490365,-0.2781479015632383,-0.36514837167011077,0.789980682617106,-0.4918693768379647,1.7580173491749165,-0.5570550334664524,-0.5829371857570788,-0.5014319838391105
